"","Player","pay","Year","Pos","Age","Tm","G","MP","PER","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","MPG","PPG","APG","RPG","TOPG","BPG","SPG","weight","height"
"372","Tim Hardaway",16500000,2017,"SG",24,"ATL",79,2154,15.2,415,912,0.455,149,417,0.357,266,495,0.537,0.537,164,214,0.766,35,189,224,182,55,15,106,103,1143,27.2658227848101,14.4683544303797,2.30379746835443,2.83544303797468,1.34177215189873,0.189873417721519,0.69620253164557,205,78
"373","Timofey Mozgov",15280000,2017,"C",30,"LAL",54,1104,12.3,169,328,0.515,0,1,0,169,327,0.517,0.515,63,78,0.808,104,160,264,43,16,31,72,133,401,20.4444444444444,7.42592592592593,0.796296296296296,4.88888888888889,1.33333333333333,0.574074074074074,0.296296296296296,275,85
"374","Timothe Luwawu-Cabarrot",1386600,2017,"SF",21,"PHI",69,1190,8.5,145,361,0.402,50,161,0.311,95,200,0.475,0.471,105,123,0.854,25,124,149,75,32,10,73,154,445,17.2463768115942,6.44927536231884,1.08695652173913,2.15942028985507,1.05797101449275,0.144927536231884,0.463768115942029,205,78
"375","Tobias Harris",1.6e+07,2017,"PF",24,"DET",82,2567,16.9,511,1063,0.481,109,314,0.347,402,749,0.537,0.532,190,226,0.841,63,353,416,142,60,39,95,133,1321,31.3048780487805,16.109756097561,1.73170731707317,5.07317073170732,1.15853658536585,0.475609756097561,0.731707317073171,235,81
"376","Tomas Satoransky",3e+06,2017,"SG",25,"WAS",57,719,8.5,61,146,0.418,9,37,0.243,52,109,0.477,0.449,23,33,0.697,25,58,83,92,26,6,38,60,154,12.6140350877193,2.70175438596491,1.6140350877193,1.45614035087719,0.666666666666667,0.105263157894737,0.456140350877193,210,79
"377","Tony Allen",2116955,2017,"SG",35,"MEM",71,1914,13.3,274,595,0.461,15,54,0.278,259,541,0.479,0.473,80,130,0.615,166,225,391,98,115,29,100,178,643,26.9577464788732,9.05633802816901,1.38028169014085,5.50704225352113,1.40845070422535,0.408450704225352,1.61971830985915,213,76
"378","Tony Parker",15453126,2017,"PG",34,"SAS",63,1587,13,265,569,0.466,23,69,0.333,242,500,0.484,0.486,85,117,0.726,9,104,113,285,33,2,89,92,638,25.1904761904762,10.1269841269841,4.52380952380952,1.79365079365079,1.41269841269841,0.0317460317460317,0.523809523809524,185,74
"379","Tony Snell",9821429,2017,"SG",25,"MIL",80,2336,9.7,246,541,0.455,144,355,0.406,102,186,0.548,0.588,47,58,0.81,22,226,248,96,54,14,55,125,683,29.2,8.5375,1.2,3.1,0.6875,0.175,0.675,200,79
"380","Treveon Graham",1312611,2017,"SG",23,"CHO",27,189,10.6,19,40,0.475,9,15,0.6,10,25,0.4,0.588,10,15,0.667,5,17,22,6,6,1,3,18,57,7,2.11111111111111,0.222222222222222,0.814814814814815,0.111111111111111,0.037037037037037,0.222222222222222,220,78
"381","Trevor Ariza",7420912,2017,"SF",31,"HOU",80,2773,12.3,326,798,0.409,191,555,0.344,135,243,0.556,0.528,93,126,0.738,54,405,459,175,147,20,74,133,936,34.6625,11.7,2.1875,5.7375,0.925,0.25,1.8375,215,80
"382","Trevor Booker",9125000,2017,"PF",29,"BRK",71,1754,15.7,305,591,0.516,25,78,0.321,280,513,0.546,0.537,74,110,0.673,142,428,570,138,76,28,127,152,709,24.7042253521127,9.98591549295775,1.94366197183099,8.02816901408451,1.7887323943662,0.394366197183099,1.07042253521127,228,80
"383","Trey Burke",784160,2017,"PG",24,"WAS",57,703,10.8,116,255,0.455,31,70,0.443,85,185,0.459,0.516,22,29,0.759,7,40,47,100,11,5,48,54,285,12.3333333333333,5,1.75438596491228,0.824561403508772,0.842105263157895,0.087719298245614,0.192982456140351,191,73
"384","Trey Lyles",2441400,2017,"PF",21,"UTA",71,1158,10,159,439,0.362,65,204,0.319,94,235,0.4,0.436,57,79,0.722,48,187,235,70,26,20,64,97,440,16.3098591549296,6.19718309859155,0.985915492957746,3.30985915492958,0.901408450704225,0.28169014084507,0.366197183098592,234,82
"385","Tristan Thompson",16400000,2017,"C",25,"CLE",78,2336,15.3,262,437,0.6,0,3,0,262,434,0.604,0.6,106,213,0.498,287,429,716,77,39,84,64,176,630,29.9487179487179,8.07692307692308,0.987179487179487,9.17948717948718,0.82051282051282,1.07692307692308,0.5,238,81
"386","Troy Daniels",3408520,2017,"SG",25,"MEM",67,1183,10.4,185,495,0.374,138,355,0.389,47,140,0.336,0.513,43,54,0.796,21,79,100,46,21,4,45,90,551,17.6567164179104,8.22388059701493,0.686567164179104,1.49253731343284,0.671641791044776,0.0597014925373134,0.313432835820896,205,76
"387","Troy Williams",1619700,2017,"SF",22,"TOT",30,557,8.9,73,167,0.437,18,62,0.29,55,105,0.524,0.491,21,32,0.656,15,54,69,25,27,10,33,60,185,18.5666666666667,6.16666666666667,0.833333333333333,2.3,1.1,0.333333333333333,0.9,218,79
"388","Tyler Ennis",1524305,2017,"PG",22,"TOT",53,588,11,90,208,0.433,27,70,0.386,63,138,0.457,0.498,21,25,0.84,10,36,46,86,26,2,45,58,228,11.0943396226415,4.30188679245283,1.62264150943396,0.867924528301887,0.849056603773585,0.0377358490566038,0.490566037735849,194,75
"389","Tyler Johnson",5881260,2017,"PG",24,"MIA",73,2178,15.9,357,824,0.433,93,250,0.372,264,574,0.46,0.49,195,254,0.768,50,243,293,233,84,44,90,176,1002,29.8356164383562,13.7260273972603,3.19178082191781,4.01369863013699,1.23287671232877,0.602739726027397,1.15068493150685,186,76
"390","Tyler Ulis",1312611,2017,"PG",21,"PHO",61,1123,13,184,437,0.421,21,79,0.266,163,358,0.455,0.445,55,71,0.775,20,75,95,226,48,5,77,73,444,18.4098360655738,7.27868852459016,3.70491803278689,1.55737704918033,1.26229508196721,0.0819672131147541,0.786885245901639,150,70
"391","Tyler Zeller",1709538,2017,"C",27,"BOS",51,525,13,78,158,0.494,0,1,0,78,157,0.497,0.494,22,39,0.564,43,81,124,42,7,21,20,61,178,10.2941176470588,3.49019607843137,0.823529411764706,2.43137254901961,0.392156862745098,0.411764705882353,0.137254901960784,253,84
"392","Tyreke Evans",3290000,2017,"SF",27,"TOT",40,788,15.5,150,370,0.405,42,118,0.356,108,252,0.429,0.462,69,92,0.75,13,124,137,124,35,9,61,60,411,19.7,10.275,3.1,3.425,1.525,0.225,0.875,220,78
"393","Tyson Chandler",1.3e+07,2017,"C",34,"PHO",47,1298,16.6,153,228,0.671,0,0,NA,153,228,0.671,0.671,91,124,0.734,154,385,539,30,33,24,67,126,397,27.6170212765957,8.4468085106383,0.638297872340426,11.468085106383,1.42553191489362,0.51063829787234,0.702127659574468,240,85
"394","Tyus Jones",1471382,2017,"PG",20,"MIN",60,774,13.8,75,181,0.414,26,73,0.356,49,108,0.454,0.486,33,43,0.767,10,57,67,156,47,5,38,50,209,12.9,3.48333333333333,2.6,1.11666666666667,0.633333333333333,0.0833333333333333,0.783333333333333,195,74
"395","Udonis Haslem",2328652,2017,"C",36,"MIA",17,130,8.4,11,23,0.478,0,3,0,11,20,0.55,0.478,9,15,0.6,8,28,36,6,5,1,8,22,31,7.64705882352941,1.82352941176471,0.352941176470588,2.11764705882353,0.470588235294118,0.0588235294117647,0.294117647058824,235,80
"396","Victor Oladipo",2.1e+07,2017,"SG",24,"OKC",67,2222,13.6,412,932,0.442,127,352,0.361,285,580,0.491,0.51,116,154,0.753,39,252,291,176,78,21,119,155,1067,33.1641791044776,15.9253731343284,2.62686567164179,4.34328358208955,1.77611940298507,0.313432835820896,1.16417910447761,210,76
"397","Vince Carter",8e+06,2017,"SF",40,"MEM",73,1799,11.7,193,490,0.394,112,296,0.378,81,194,0.418,0.508,88,115,0.765,36,191,227,133,60,36,50,163,586,24.6438356164384,8.02739726027397,1.82191780821918,3.10958904109589,0.684931506849315,0.493150684931507,0.821917808219178,220,78
"398","Wade Baldwin",2096876,2017,"PG",20,"MEM",33,405,6.4,36,115,0.313,3,22,0.136,33,93,0.355,0.326,31,37,0.838,11,35,46,61,18,7,40,40,106,12.2727272727273,3.21212121212121,1.84848484848485,1.39393939393939,1.21212121212121,0.212121212121212,0.545454545454545,202,76
"399","Wayne Ellington",6270000,2017,"SG",29,"MIA",62,1500,12.6,231,555,0.416,149,394,0.378,82,161,0.509,0.55,37,43,0.86,18,115,133,70,35,4,30,70,648,24.1935483870968,10.4516129032258,1.12903225806452,2.14516129032258,0.483870967741935,0.0645161290322581,0.564516129032258,200,76
"400","Wayne Selden",1312611,2017,"SG",22,"TOT",14,236,6.9,25,58,0.431,7,28,0.25,18,30,0.6,0.491,14,22,0.636,1,15,16,13,6,1,12,18,71,16.8571428571429,5.07142857142857,0.928571428571429,1.14285714285714,0.857142857142857,0.0714285714285714,0.428571428571429,230,77
"401","Wesley Johnson",5881260,2017,"SF",29,"LAC",68,810,8.4,73,200,0.365,29,118,0.246,44,82,0.537,0.438,11,17,0.647,26,155,181,23,29,30,18,83,186,11.9117647058824,2.73529411764706,0.338235294117647,2.66176470588235,0.264705882352941,0.441176470588235,0.426470588235294,215,79
"402","Wesley Matthews",17884176,2017,"SG",30,"DAL",73,2495,11.9,333,847,0.393,174,479,0.363,159,368,0.432,0.496,146,179,0.816,18,241,259,210,77,16,102,161,986,34.1780821917808,13.5068493150685,2.87671232876712,3.54794520547945,1.3972602739726,0.219178082191781,1.05479452054795,220,77
"403","Will Barton",3533333,2017,"SG",26,"DEN",60,1705,15.5,295,666,0.443,87,235,0.37,208,431,0.483,0.508,143,190,0.753,58,200,258,206,48,28,97,110,820,28.4166666666667,13.6666666666667,3.43333333333333,4.3,1.61666666666667,0.466666666666667,0.8,175,78
"404","Willie Cauley-Stein",3704160,2017,"C",23,"SAC",75,1421,16.4,255,481,0.53,0,2,0,255,479,0.532,0.53,101,151,0.669,85,255,340,80,53,45,69,147,611,18.9466666666667,8.14666666666667,1.06666666666667,4.53333333333333,0.92,0.6,0.706666666666667,240,84
"405","Willie Reed",1577230,2017,"C",26,"MIA",71,1031,17.1,162,285,0.568,1,4,0.25,161,281,0.573,0.57,49,88,0.557,129,203,332,26,18,47,31,137,374,14.5211267605634,5.26760563380282,0.366197183098592,4.67605633802817,0.436619718309859,0.661971830985915,0.253521126760563,220,82
"406","Willy Hernangomez",1435750,2017,"C",22,"NYK",72,1324,18.9,246,465,0.529,4,15,0.267,242,450,0.538,0.533,91,125,0.728,170,332,502,96,41,36,100,150,587,18.3888888888889,8.15277777777778,1.33333333333333,6.97222222222222,1.38888888888889,0.5,0.569444444444444,240,83
"407","Wilson Chandler",12016854,2017,"SF",29,"DEN",71,2197,14.9,433,939,0.461,110,326,0.337,323,613,0.527,0.52,141,194,0.727,103,356,459,141,52,30,114,172,1117,30.943661971831,15.7323943661972,1.98591549295775,6.46478873239437,1.6056338028169,0.422535211267606,0.732394366197183,225,80
"408","Yogi Ferrell",1312611,2017,"PG",23,"TOT",46,1197,13.1,160,394,0.406,68,176,0.386,92,218,0.422,0.492,74,89,0.831,20,91,111,172,42,9,70,90,462,26.0217391304348,10.0434782608696,3.73913043478261,2.41304347826087,1.52173913043478,0.195652173913043,0.91304347826087,180,72
"409","Zach LaVine",3202217,2017,"SG",21,"MIN",47,1749,14.6,326,710,0.459,120,310,0.387,206,400,0.515,0.544,117,140,0.836,18,141,159,139,41,10,85,104,889,37.2127659574468,18.9148936170213,2.95744680851064,3.38297872340426,1.80851063829787,0.212765957446809,0.872340425531915,189,77
"410","Zach Randolph",12307692,2017,"PF",35,"MEM",73,1786,18.5,433,964,0.449,21,94,0.223,412,870,0.474,0.46,141,193,0.731,182,416,598,122,38,10,99,136,1028,24.4657534246575,14.0821917808219,1.67123287671233,8.19178082191781,1.35616438356164,0.136986301369863,0.520547945205479,260,81
"411","Zaza Pachulia",3477600,2017,"C",32,"GSW",70,1268,16.1,164,307,0.534,0,2,0,164,305,0.538,0.534,98,126,0.778,140,270,410,132,59,33,88,166,426,18.1142857142857,6.08571428571429,1.88571428571429,5.85714285714286,1.25714285714286,0.471428571428571,0.842857142857143,270,83
